name,type,sedol,bidPrice,askPrice,netIC,netAC
ASI Emerging Markets Bond Incl (Class A1/A2) (Inclusive Accumulation),Accumulation,B5BV9P4,121.03,121.03,0,1.15
ASI Emerging Markets Bond Incl (Class A1/A2) (Inclusive Income),Income,B59TZP2,65.63,65.63,0,1.15
ASI Emerging Markets Bond (Income),Income,B5V8SG9,62.08,62.08,0,0.85
ASI Emerging Markets Equity (Accumulation),Accumulation,3322756,846.76,846.76,0,0.855
ASI Emerging Markets Equity (Inclusive Accumulation),Accumulation,B7KDG65,92.21,92.21,0,0.92
ASI Emerging Markets Equity Enhanced Index (Accumulation),Accumulation,3330975,237.34,237.34,0,0.63
ASI Emerging Markets Equity Enhanced Index (Inclusive Accumulation),Accumulation,3330931,467.01,467.01,0,0.63
ASI Emerging Markets Equity Incl (Class A) (Inclusive Accumulation),Accumulation,3322819,754.93,754.93,0,1.13
ASI Emerging Markets Equity (Income),Income,BH0VV53,784.1,784.1,0,0.855
ASI Emerging Markets Income Equity (Accumulation),Accumulation,B8B02G4,97.59,97.59,0,0.91
ASI Emerging Markets Income Equity (Inclusive Accumulation),Accumulation,B8GB8C0,93.13,93.13,0,0.91
ASI Emerging Markets Income Equity (Income),Income,B8N1FM2,72.54,72.54,0,0.91
ASI Emerging Markets Income Equity (Inclusive Income),Income,B6WVXK3,69.07,69.07,0,0.91
ASI Ethical Corporate Bond (Accumulation),Accumulation,B708KW4,71.45,71.45,0,0.64
ASI Ethical Corporate Bond (Inclusive Accumulation),Accumulation,B0LNNH5,82.53,82.53,0,0.64
ASI Ethical Corporate Bond (Income),Income,B4LQ8T9,55.31,55.31,0,0.64
ASI Ethical Corporate Bond (Inclusive Income),Income,B0LNNJ7,52.04,52.04,0,0.64
ASI Europe ex UK Equity (Accumulation),Accumulation,B0LG6P3,252.43,252.43,0,0.82
ASI Europe ex UK Ethical Equity (Accumulation),Accumulation,B3N2478,136.7,136.7,0,0.9
ASI Europe ex UK Ethical Equity (Inclusive Accumulation),Accumulation,B1ZB0M6,86.7,86.7,0,0.9
ASI Europe ex UK Growth Equity (Accumulation),Accumulation,B72RVY8,126.7,126.7,0,0.9
ASI Europe ex UK Growth Equity (Inclusive Accumulation),Accumulation,0448387,238.2,238.2,0,0.9
ASI Europe ex UK Growth Equity (Inclusive Income),Income,BYQNB52,77.61,77.61,0,0.9
ASI Europe ex UK Income Equity (Inclusive Accumulation),Accumulation,B3L7S84,161.7,161.7,0,0.9
ASI Europe ex UK Income Equity (Inclusive Income),Income,B3L7S73,95.82,95.82,0,0.9
ASI Europe ex UK Smaller Companies (Accumulation),Accumulation,BYMMJ93,394.8,394.8,0,0.91
ASI Europe ex UK Smaller Companies (Inclusive Accumulation),Accumulation,BYYR2M0,361.5,361.5,0,0.91
ASI European Equity Inclusive (Class A) (Inclusive Accumulation),Accumulation,B0LG6N1,250.81,250.81,0,0.87
ASI European High Yield Bond (Class I) (Accumulation),Accumulation,B5VSSV4,154.18,154.18,0,0.61
ASI European High Yield Bond (Class I) (Income),Income,B5MFPK2,91.13,91.13,0,0.61
ASI European High Yield Bond Inclusive (Class A2) (Inclusive Accumulation),Accumulation,B5968F4,146.94,146.94,0,0.81
ASI European High Yield Bond Inclusive (Class A2) (Inclusive Income),Income,B5B5Y28,77.2,77.2,0,0.81
ASI European Real Estate Share (Accumulation),Accumulation,BWK2690,202.36,202.36,0,0.85
ASI European Real Estate Share Incl (Class A) (Inclusive Accumulation),Accumulation,BWK2667,251.92,251.92,0,0.85
ASI European Real Estate Share Incl (Class A) (Inclusive Income),Income,BWK2678,139.52,139.52,0,0.85
ASI European Real Estate Share (Income),Income,BWK2689,125.43,125.43,0,0.85
ASI European Smaller Companies  Incl (Class A (Inclusive Accumulation),Accumulation,B0XWN47,2138.11,2138.11,0,0.87
ASI European Smaller Companies (Accumulation),Accumulation,B0XWN58,267.3,267.3,0,0.82
ASI Financial Equity (Class I) (Income),Income,BWK25Q0,,,,
ASI Financial Equity (Inclusive Income),Income,BWK25P9,,,,
ASI Global Absolute Return Strategies (Accumulation),Accumulation,B7K3T22,57.74,57.74,0,0.91
ASI Global Absolute Return Strategies (Inclusive Accumulation),Accumulation,B28S009,72.5,72.5,0,0.91
ASI Global Balanced Growth (Inclusive Accumulation),Accumulation,0433026,200.8,200.8,0,0.66
ASI Global Balanced Growth (Inclusive Income),Income,0433015,128.2,128.2,0,0.66
ASI Global Corp Bond Sust and Resp (X) (Accumulation),Accumulation,BMFHS38,906.54,906.54,0,0.73
ASI Global Equity (Accumulation),Accumulation,3168273,353.88,353.88,0,0.79
ASI Global Equity Inclusive Class A (Inclusive Accumulation),Accumulation,3168240,330.67,330.67,0,1.09
ASI Global Equity Inclusive Class A (Inclusive Income),Income,3168262,280.6,280.6,0,1.09
ASI Global Equity (Income),Income,B83WC46,198.77,198.77,0,0.79
ASI Global Focused Equity (Inclusive Accumulation),Accumulation,0448354,150,150,0,1
ASI Global Focused Equity (Inclusive Income),Income,BYQNBQ3,74.92,74.92,0,1
ASI Global Government Bond Tracker (Class B) (Accumulation),Accumulation,BK80KQ7,89.86,89.86,0,0.14
ASI Global High Yield Bond (Accumulation),Accumulation,BWK25Z9,,,,
ASI Global High Yield Bond (Inclusive Accumulation),Accumulation,BWK25X7,,,,
ASI Global High Yield Bond (Income),Income,BWK2601,,,,
ASI Global High Yield Bond (Inclusive Income),Income,BWK25Y8,,,,
ASI Global Income Equity (Accumulation),Accumulation,B7FVHF0,135.6,135.6,0,0.9
ASI Global Income Equity (Income),Income,B76FLF9,101.7,101.7,0,0.9
ASI Global Inflation-Linked Bond (Inclusive Accumulation),Accumulation,B00ZJK7,189.3,189.3,0,0.54
ASI Global Inflation-Linked Bond (Inclusive Income),Income,B00ZJM9,156,156,0,0.54
ASI Global Real Estate (Accumulation),Accumulation,B774LD3,84.25,84.25,0,1.17
ASI Global Real Estate (Inclusive Accumulation),Accumulation,B0LD3V9,65.92,65.92,0,1.17
ASI Global Real Estate (Income),Income,B700D76,62.06,62.06,0,1.17
ASI Global Real Estate (Inclusive Income),Income,B0LD3W0,39.99,39.99,0,1.17
ASI Global Real Estate Share (Inclusive Accumulation),Accumulation,B1LBR18,55.92,55.92,0,0.95
ASI Global Real Estate Share (Income),Income,B6TQN01,71.45,71.45,0,0.95
ASI Global Real Estate Share (Inclusive Income),Income,B1LBR29,38.92,38.92,0,0.95
ASI Global Smaller Companies (Accumulation),Accumulation,BBX4652,122.7,122.7,0,0.77
ASI Global Smaller Companies (Inclusive Accumulation),Accumulation,B4KHN98,154.8,154.8,0,0.77
ASI Global Sust & Resp Invst Equity (Class A) (Inclusive Accumulation),Accumulation,0683371,310.06,310.06,0,1.09
ASI Global Sust & Resp Invst Equity (Class A) (Inclusive Income),Income,0683360,230.77,230.77,0,1.09
ASI Global Sust & Resp Invst Equity (I) (Accumulation),Accumulation,0683393,361.94,361.94,0,0.79
ASI Global Sust & Resp Invst Equity (I) (Income),Income,0683382,252.8,252.8,0,0.79
ASI High Yield Bond (Class P) (Accumulation),Accumulation,B79RR98,80.8,80.8,0,0.74
ASI High Yield Bond (Class P) (Income),Income,B7G7DD7,53.96,53.96,0,0.74
ASI High Yield Bond (Class R) (Inclusive Accumulation),Accumulation,0093884,143.2,143.2,0,0.74
ASI High Yield Bond (Class R) (Inclusive Income),Income,0093709,45.7,45.7,0,0.74
ASI Investment Grade Corporate Bond (Inclusive Accumulation),Accumulation,0433004,153.1,153.1,0,0.64
ASI Investment Grade Corporate Bond (Inclusive Income),Income,0432982,57.28,57.28,0,0.64
ASI Japan Equity Enhanced Index (B) (Accumulation),Accumulation,BRJL831,154.22,154.22,0,0.26
ASI Japanese Equity (Accumulation),Accumulation,0452173,264.41,264.41,0,0.82
ASI Japanese Equity Inclusive (Class A) (Inclusive Accumulation),Accumulation,0452162,239.75,239.75,0,0.87
ASI Latin American Equity (Accumulation),Accumulation,B4R0SD9,111.59,111.59,0,0.65
ASI Latin American Equity (Inclusive Accumulation),Accumulation,B41QSW2,102.89,102.89,0,1.19
ASI Multi-Asset (Accumulation),Accumulation,3168239,349.69,349.69,0,0.85
ASI Multi-Asset Climate Solutions (Platform 1) (Accumulation),Accumulation,BN47GP4,48.46,48.46,0,0.75
ASI Multi-Asset Inclusive (Class A) (Inclusive Accumulation),Accumulation,3168217,316.07,316.07,0,0.9
ASI Multi-Asset Inclusive (Class A) (Inclusive Income),Income,3168228,259.7,259.7,0,0.9
ASI Multi-Asset (Income),Income,B1GCQ86,153.67,153.67,0,0.85
ASI Multi-Manager Balanced Managed (Accumulation),Accumulation,B843VR4,186.68,186.68,0,1.26
ASI Multi-Manager Balanced Managed Inclusive (R) (Inclusive Accumulation),Accumulation,B0LNTV1,145.25,145.25,0,1.26
ASI Multi-Manager Balanced Managed Inclusive (R) (Inclusive Income),Income,B0LNRF1,135.46,135.46,0,1.26
ASI Multi-Manager Balanced Managed (Income),Income,B83W730,167.28,167.28,0,1.26
ASI Multi-Manager Cautious Managed (Accumulation),Accumulation,B8GLGR1,162.21,162.21,0,1.18
ASI Multi-Manager Cautious Managed Inclusive (R) (Inclusive Accumulation),Accumulation,3067251,239.72,239.72,0,1.18
ASI Multi-Manager Cautious Managed Inclusive (R) (Inclusive Income),Income,3067240,148.1,148.1,0,1.18
ASI Multi-Manager Cautious Managed (Income),Income,B6Z4Y17,135.31,135.31,0,1.18
ASI Multi-Manager Diversity (Accumulation),Accumulation,B7DZK00,149.61,149.61,0,1.24
ASI Multi-Manager Diversity Inclusive (Class A) (Inclusive Accumulation),Accumulation,B2941F8,149.31,149.31,0,1.24
ASI Multi-Manager Equity Managed (Accumulation),Accumulation,B7GQCS2,209.63,209.63,0,1.28
ASI Multi-Manager Equity Managed Incl (Class R) (Inclusive Accumulation),Accumulation,3067091,307.19,307.19,0,1.28
ASI Multi-Manager Equity Managed Incl (Class R) (Inclusive Income),Income,3067080,302.73,302.73,0,1.28
ASI Multi-Manager Equity Managed (Income),Income,B83VDH3,195.58,195.58,0,1.28
ASI Multi-Manager Ethical (Accumulation),Accumulation,B87TVT1,262.4,262.4,0,1.35
ASI Multi-Manager Ethical Incluisve (Class R) (Inclusive Accumulation),Accumulation,B0LNTT9,160.17,160.17,0,1.35
ASI Multi-Manager Ethical Incluisve (Class R) (Inclusive Income),Income,B0LNRD9,159.72,159.72,0,1.35
ASI Multi-Manager Ethical (Income),Income,B8868L2,258.75,258.75,0,1.35
ASI Multi-Manager Multi-Asset Dist Incl (Class R) (Inclusive Accumulation),Accumulation,B0LNTS8,93.68,93.68,0,1.23
ASI Multi-Manager Multi-Asset Dist Incl (Class R) (Inclusive Income),Income,B0LNRJ5,43.79,43.79,0,1.23
ASI Multi-Manager Multi-Asset Distribution (Accumulation),Accumulation,B834037,164.53,164.53,0,1.23
ASI Multi-Manager Multi-Asset Distribution (Income),Income,B8HP445,116.94,116.94,0,1.23
ASI MyFolio Index I (Acc) (Accumulation),Accumulation,BHZCQL2,53.18,53.18,0,0.25
ASI MyFolio Index II (P) (Accumulation),Accumulation,BHZCQQ7,55.72,55.72,0,0.25
ASI MyFolio Index III (P) (Accumulation),Accumulation,BHZCQV2,58.49,58.49,0,0.25
ASI MyFolio Index IV (P) (Accumulation),Accumulation,BHZCQZ6,60.93,60.93,0,0.25
ASI MyFolio Index V (P) (Accumulation),Accumulation,BHZCR31,64.46,64.46,0,0.25
ASI MyFolio Managed I (Income),Income,BHZCR75,48.37,48.37,0,0.77
ASI MyFolio Managed II (Inst) (Accumulation),Accumulation,B519BS5,81.91,81.91,0,0.77
ASI MyFolio Managed II (Income),Income,BHZCRD1,49.63,49.63,0,0.82
ASI MyFolio Managed II (Inclusive Income),Income,BHZCRF3,49.07,49.07,0,0.825
ASI MyFolio Managed III (Inclusive Accumulation),Accumulation,B5333L2,89.15,89.15,0,0.85
ASI MyFolio Managed IV (Accumulation),Accumulation,B759VC9,95.67,95.67,0,0.9
ASI MyFolio Managed IV (Inclusive Income),Income,BHZCRP3,52.65,52.65,0,0.905
ASI MyFolio Managed V (Accumulation),Accumulation,B51GWF0,108.5,108.5,0,1.3
ASI MyFolio Market I (Accumulation),Accumulation,B7KSN25,71.36,71.36,0,0.31
ASI MyFolio Market II (Accumulation),Accumulation,B41R999,81.23,81.23,0,0.3
ASI MyFolio Market III (Accumulation),Accumulation,B758J66,93.29,93.29,0,0.32
ASI MyFolio Market IV (Accumulation),Accumulation,B77CW01,106,106,0,0.33
ASI MyFolio Market V (Accumulation),Accumulation,B3T5XZ2,120.2,120.2,0,0.3
ASI MyFolio Monthly Income II  (Class P) (Accumulation),Accumulation,B74TWC7,72.39,72.39,0,0.95
ASI MyFolio Monthly Income II  (Class P) (Income),Income,B6S7NM7,54.03,54.03,0,0.95
ASI MyFolio Monthly Income III (Class P) (Accumulation),Accumulation,B7680C8,79.29,79.29,0,1.01
ASI MyFolio Monthly Income III (Class P) (Income),Income,B4L1968,56.23,56.23,0,1.01
ASI MyFolio Multi-Manager III (Accumulation),Accumulation,B7G6TF8,85.08,85.08,0,1.21
ASI MyFolio Multi-Manager V (Accumulation),Accumulation,B7MMLL0,104.3,104.3,0,1.31
ASI MyFolio Sustainable I (Accumulation),Accumulation,BN4R5Z7,47.3,47.3,0,0.65
ASI MyFolio Sustainable II (Accumulation),Accumulation,BN4R610,48.08,48.08,0,0.65
ASI MyFolio Sustainable III (Accumulation),Accumulation,BN4R632,49.58,49.58,0,0.65
ASI MyFolio Sustainable IV (Accumulation),Accumulation,BN4R654,51.53,51.53,0,0.65
ASI MyFolio Sustainable V (Accumulation),Accumulation,BN4R676,53.49,53.49,0,0.65
ASI SICAV European Sm Cos (B EUR) (Accumulation),Accumulation,BDDJTJ6,1609.83,1609.83,0,1.06
ASI SICAV I Emerging Mkts Sust Dev Eqty (Class X) (Accumulation),Accumulation,BNGJKQ7,818.36,818.36,0,0.99
ASI SICAV I Europe ex UK Sust and Responsible Inv (Accumulation),Accumulation,B4VF5D9,2236.31,2236.31,0,0.94
ASI SICAV I Europe ex UK Sust and Responsible Inv (Inclusive Accumulation),Accumulation,B0L1249,1556.96,1556.96,0,0.94
ASI Sterling Bond (Accumulation),Accumulation,BWK2708,119.5,119.5,0,0.61
ASI Sterling Bond (Inclusive Accumulation),Accumulation,BWK26Y5,149.12,149.12,0,0.61
ASI Sterling Bond (Income),Income,BWK2719,107.76,107.76,0,0.61
ASI Sterling Bond (Inclusive Income),Income,BWK26Z6,112.31,112.31,0,0.61
ASI Sterling Government Bond (Accumulation),Accumulation,BWK26S9,173.57,173.57,0,0.29
ASI Sterling Government Bond (Inclusive Accumulation),Accumulation,BWK26Q7,165.49,165.49,0,0.79
ASI Sterling Government Bond (Income),Income,BWK26T0,103.36,103.36,0,0.29
ASI Sterling Government Bond (Inclusive Income),Income,BWK26R8,125.13,125.13,0,0.79
ASI Sterling Inflation-Linked Bond (Accumulation),Accumulation,BWK2753,208.64,208.64,0,0.29
ASI Sterling Inflation-Linked Bond (Inclusive Accumulation),Accumulation,BWK2731,235.26,235.26,0,0.79
ASI Sterling Inflation-Linked Bond (Income),Income,BWK2764,135.86,135.86,0,0.29
ASI Sterling Inflation-Linked Bond (Inclusive Income),Income,BWK2742,188.23,188.23,0,0.79
ASI Sterling Long Dated Government Bond (Accumulation),Accumulation,BZ4BR35,270.68,270.68,0,0.29
ASI Sterling Money Market (Accumulation),Accumulation,B1C4233,115.66,115.66,0,0.15
ASI Sterling Money Market Inclusive (Class A) (Inclusive Accumulation),Accumulation,B1BW3H9,113.32,113.32,0,0.2
ASI Sterling Money Market Inclusive (Class A) (Inclusive Income),Income,B1BW3G8,100.19,100.19,0,0.2
ASI Sterling Money Market (Income),Income,B1C4244,100.24,100.24,0,0.15
ASI Sterling Opportunistic Corporate Bond (Accumulation),Accumulation,BWK27K8,,,,
ASI Sterling Opportunistic Corporate Bond (Inclusive Accumulation),Accumulation,BWK27H5,,,,
ASI Sterling Opportunistic Corporate Bond (Income),Income,BWK27L9,,,,
ASI Sterling Opportunistic Corporate Bond (Inclusive Income),Income,BWK27J7,,,,
ASI Sterling Short Dated Corporate Bond (Income),Income,BDGNF53,95.6,95.6,0,0.35
ASI Sterling Short Term Government Bond (I) (Accumulation),Accumulation,BWK25K4,100.87,100.87,0,0.25
ASI Sterling Short Term Government Bond (I) (Income),Income,BWK25L5,98.72,98.72,0,0.25
ASI Sterling Short Term Government Bond (Inclusive Accumulation),Accumulation,BWK25H1,,,,
ASI Sterling Short Term Government Bond (Inclusive Income),Income,BWK25J3,,,,
ASI Strategic Bond (Accumulation),Accumulation,BWK27Z3,166.21,166.21,0,0.62
ASI Strategic Bond (Inclusive Accumulation),Accumulation,BWK27X1,,,,
ASI Strategic Bond (Income),Income,BWK2805,111.29,111.29,0,0.62
ASI Strategic Bond (Inclusive Income),Income,BWK27Y2,,,,
ASI Strategic Corporate Bond (Accumulation),Accumulation,B7MWXH0,70.37,70.37,0,0.68
ASI Strategic Corporate Bond (Inclusive Accumulation),Accumulation,B3D8LV9,88.25,88.25,0,0.71
ASI Strategic Corporate Bond (Income),Income,B6W2113,53.03,53.03,0,0.68
ASI Strategic Corporate Bond (Inclusive Income),Income,B3D8LS6,63.94,63.94,0,0.71
ASI UK All Share Tracker (Class B) (Accumulation),Accumulation,B76B9Y2,213.37,213.37,0,0.1
ASI UK All Share Tracker (Class B) (Income),Income,B6VGS37,150.32,150.32,0,0.1
ASI UK Equity (Accumulation),Accumulation,B0LG6K8,239.32,239.32,0,0.8
ASI UK Equity Inclusive (Class A) (Inclusive Accumulation),Accumulation,B0LG6H5,216.85,216.85,0,0.85
ASI UK Equity Inclusive (Class A) (Inclusive Income),Income,B0LG6G4,168.01,168.01,0,0.85
ASI UK Equity (Income),Income,B0LG6J7,168.15,168.15,0,0.8
ASI UK Equity Index Managed (Accumulation),Accumulation,BDZRCP5,160.82,160.82,0,0.31
ASI UK Ethical Equity (Inclusive Accumulation),Accumulation,0433101,175.7,175.7,0,0.88
ASI UK Ethical Equity (Income),Income,BVFNS39,62.15,62.15,0,0.88
ASI UK Government Bond (Accumulation),Accumulation,B6WZXS3,56.44,56.44,0,0.35
ASI UK Government Bond (Inclusive Accumulation),Accumulation,0432874,71.37,71.37,0,0.72
ASI UK Government Bond (Income),Income,B5MP568,52.39,52.39,0,0.35
ASI UK Government Bond (Inclusive Income),Income,0433112,45.07,45.07,0,0.72
ASI UK Growth Equity (Accumulation),Accumulation,B7J4W50,88.57,88.57,0,0.89
ASI UK Growth Equity (Inclusive Accumulation),Accumulation,0433071,366.4,366.4,0,0.89
ASI UK High Alpha Equity (Accumulation),Accumulation,B76G2B5,105.9,105.9,0,0.89
ASI UK High Alpha Equity (Inclusive Accumulation),Accumulation,0433048,226,226,0,0.89
ASI UK High Alpha Equity (Income),Income,B7D6MV8,77.57,77.57,0,0.89
ASI UK High Alpha Equity (Inclusive Income),Income,0433037,90.85,90.85,0,0.89
ASI UK High Income Equity (Inclusive Accumulation),Accumulation,0433093,279.3,279.3,0,0.88
ASI UK High Income Equity (Inclusive Income),Income,0433082,79.13,79.13,0,0.88
ASI UK Income Equity (Accumulation),Accumulation,B0XWN92,1600.18,1600.18,0,0.8
ASI UK Income Equity Inclusive (Class A) (Inclusive Accumulation),Accumulation,B0XWN70,1430.23,1430.23,0,0.85
ASI UK Income Equity Inclusive (Class A) (Inclusive Income),Income,B0XWN81,383.65,383.65,0,0.85
ASI UK Income Equity (Income),Income,B0XWNB4,431.68,431.68,0,0.8
ASI UK Income Unconstrained Equity (Inclusive Accumulation),Accumulation,B1LBSR1,77.16,77.16,0,1.13
ASI UK Income Unconstrained Equity (Inclusive Income),Income,B1LBSS2,41.78,41.78,0,1.13
ASI UK Mid-Cap Equity (Accumulation),Accumulation,B0XWNT2,212.36,212.36,0,0.8
ASI UK Mid-Cap Equity Inclusive (Class A) (Inclusive Accumulation),Accumulation,B0XWNR0,255.86,255.86,0,0.85
ASI UK Mid-Cap Equity Inclusive (Class A) (Inclusive Income),Income,B0XWNQ9,213.78,213.78,0,0.85
ASI UK Mid-Cap Equity (Income),Income,B0XWNS1,186.06,186.06,0,0.8
ASI UK Opportunities Equity (Accumulation),Accumulation,B7LZCR3,118.4,118.4,0,0.89
ASI UK Opportunities Equity (Inclusive Accumulation),Accumulation,3209439,255.6,255.6,0,0.89
ASI UK Opportunities Equity (Income),Income,B7C4BJ4,111,111,0,0.89
ASI UK Opportunities Equity (Inclusive Income),Income,3217799,232.3,232.3,0,0.89
ASI UK Real Estate Share (Class I) (Accumulation),Accumulation,B0XWNN6,272.93,272.93,0,0.8
ASI UK Real Estate Share Inclusive (A) (Inclusive Accumulation),Accumulation,B0XWNM5,161.07,161.07,0,0.85
ASI UK Smaller Companies (Accumulation),Accumulation,B07T485,240.47,240.47,0,0.8
ASI UK Smaller Companies (Accumulation),Accumulation,BBX4618,116.3,116.3,0,0.76
ASI UK Smaller Companies (Inclusive Accumulation),Accumulation,0433123,887.9,887.9,0,0.76
ASI UK Smaller Companies Inclusive (A) (Inclusive Accumulation),Accumulation,B07T463,448.4,448.4,0,0.85
ASI UK Smaller Companies (Inclusive Income),Income,BYQNBS5,81.05,81.05,0,0.76
ASI UK Sust & Resp Invst Equity (A) (Inclusive Accumulation),Accumulation,B131GB9,223.27,223.27,0,0.87
ASI UK Sust & Resp Invst Equity (A) (Inclusive Income),Income,B131GC0,170.92,170.92,0,0.87
ASI UK Sust & Resp Invst Equity (I) (Accumulation),Accumulation,B131GD1,197.09,197.09,0,0.82
ASI UK Sust & Resp Invst Equity (I) (Income),Income,B131GH5,164.16,164.16,0,0.82
ASI UK Value Equity Fund (Accumulation),Accumulation,B0LD3C0,323.7,323.7,0,0.88
ASI UK Value Equity Fund (Inclusive Accumulation),Accumulation,B0LD3B9,281,281,0,0.88
ASI World Income Equity (Accumulation),Accumulation,B8MYXW8,168.98,168.98,0,0.745
ASI World Income Equity Inclusive (A) (Inclusive Accumulation),Accumulation,B4LD931,171.19,171.19,0,1.12
ASI World Income Equity Inclusive (A) (Inclusive Income),Income,B3N9CY2,68.31,68.31,0,1.12
ASI World Income Equity (Income),Income,B3NG6H4,72.67,72.67,0,0.745
